pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
EPIC 246851721,b,EPIC 246851721 b,Transit,0,1,6.180235,0.07229,,86.21,3,Mass,1.051,3.1,0,0,1,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.7,11.439,V (Johnson),11.255,6202,1.32,1.59,2018-10-26,K2
FU Tau,b,FU Tau b,Imaging,0,1,,800,,,16,Mass,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140,,,20.48,2838,0.05,,2016-03-10,Spitzer Space Telescope
Fomalhaut,b,Fomalhaut b,Imaging,0,1,555530,160,0.87,55,,,,,0,0,0,2,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.7,1.16,V (Johnson),,,1.92,,2015-11-19,Hubble Space Telescope
GJ 1132,b,GJ 1132 b,Transit,0,2,1.628931,0.0153,0.22,,0.00522,Mass,,6.3,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,13.49,V (Johnson),12.138,3270,0.18,0.21,2018-06-21,Cerro Tololo Inter-American Observatory
GJ 1132,c,GJ 1132 c,Transit,0,2,8.929,0.0476,0.27,,0.00831,Msini,,,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,13.49,V (Johnson),12.138,3270,0.18,0.21,2018-06-21,La Silla Observatory
GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38,0.166,0.38,,0.30425,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.92,V (Johnson),10.577,3264,0.35,0.4,2017-10-19,W. M. Keck Observatory
GJ 1148,c,GJ 1148 c,Radial Velocity,0,2,532.58,0.912,0.342,,0.21414,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.92,V (Johnson),10.577,3264,0.35,0.4,2017-10-19,Calar Alto Observatory
GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,0.01411,,88.17,0.0197,Mass,0.254,1.49,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,12.95,15.1,V (Johnson),13.009,3026,0.15,0.22,2015-12-03,MEarth Project
GJ 1265,b,GJ 1265 b,Radial Velocity,0,1,3.6511,0.026,0.04,,0.02328,Msini,,,0,0,0,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,13.57,V (Johnson),12.081,3236,0.18,0.19,2018-12-06,Calar Alto Observatory
GJ 143,b,GJ 143 b,Transit,0,1,35.589,0.1932,0.325,,0.09637,Mass,,,0,0,0,0,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,7.87,V (Johnson),7.679,,0.76,0.73,2019-02-14,Transiting Exoplanet Survey Satellite (TESS)
GJ 163,b,GJ 163 b,Radial Velocity,0,3,8.63182,0.0607,0.073,,0.03335,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.81,V (Johnson),10.677,3500,0.4,,2017-01-26,La Silla Observatory
GJ 163,c,GJ 163 c,Radial Velocity,0,3,25.63058,0.1254,0.099,,0.0214,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.81,V (Johnson),10.677,3500,0.4,,2017-01-26,La Silla Observatory
GJ 163,d,GJ 163 d,Radial Velocity,0,3,603.95116,1.0304,0.373,,0.0925,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.81,V (Johnson),10.677,3500,0.4,,2017-01-26,La Silla Observatory
GJ 179,b,GJ 179 b,Radial Velocity,0,1,2288,2.41,0.21,,0.82,Msini,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12,V (Johnson),10.706,3370,0.36,0.38,2014-05-14,W. M. Keck Observatory
GJ 273,b,GJ 273 b,Radial Velocity,0,2,18.6498,0.091101,0.1,,0.00909,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,9.872,V (Johnson),,3382,0.29,0.29,2017-03-30,La Silla Observatory
GJ 273,c,GJ 273 c,Radial Velocity,0,2,4.7234,0.036467,0.17,,0.00371,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,9.872,V (Johnson),,3382,0.29,0.29,2017-03-30,La Silla Observatory
GJ 3021,b,GJ 3021 b,Radial Velocity,0,1,133.71,0.49,0.511,,3.37,Msini,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,6.59,V (Johnson),6.394,5540,0.9,0.9,2014-05-14,La Silla Observatory
GJ 3138,b,GJ 3138 b,Radial Velocity,0,3,1.22003,0.0197,0.19,,0.0056,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.98,V (Johnson),,3717,0.68,0.5,2017-03-30,La Silla Observatory
GJ 3138,c,GJ 3138 c,Radial Velocity,0,3,5.974,0.057,0.11,,0.01315,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.98,V (Johnson),,3717,0.68,0.5,2017-03-30,La Silla Observatory
GJ 3138,d,GJ 3138 d,Radial Velocity,0,3,257.8,0.698,0.32,,0.03304,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.98,V (Johnson),,3717,0.68,0.5,2017-03-30,La Silla Observatory
GJ 317,b,GJ 317 b,Radial Velocity,0,2,692,1.15,0.11,45,2.5,Mass,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,11.97,V (Johnson),10.754,3510,0.42,,2014-08-27,W. M. Keck Observatory
GJ 317,c,GJ 317 c,Radial Velocity,0,2,5312,,0.308,,1.54,Msini,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,11.97,V (Johnson),10.754,3510,0.42,,2018-11-29,W. M. Keck Observatory
GJ 328,b,GJ 328 b,Radial Velocity,0,1,4100,4.5,0.37,,2.3,Msini,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,9.97,V (Johnson),9.286,3900,0.69,,2014-05-14,McDonald Observatory
GJ 3293,b,GJ 3293 b,Radial Velocity,0,4,30.5987,0.14339,0.06,,0.07406,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,2017-03-30,La Silla Observatory
GJ 3293,c,GJ 3293 c,Radial Velocity,0,4,122.6196,0.36175,0.11,,0.06636,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,2017-03-30,La Silla Observatory
GJ 3293,d,GJ 3293 d,Radial Velocity,0,4,48.1345,0.19394,0.12,,0.02391,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,2017-03-30,La Silla Observatory
GJ 3293,e,GJ 3293 e,Radial Velocity,0,4,13.2543,0.08208,0.21,,0.01032,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,V (Johnson),10.979,3466,0.42,0.4,2017-03-30,La Silla Observatory
GJ 3323,b,GJ 3323 b,Radial Velocity,0,2,5.3636,0.03282,0.23,,0.00636,Msini,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,12.22,V (Johnson),10.647,3159,0.16,0.12,2017-03-30,La Silla Observatory
GJ 3323,c,GJ 3323 c,Radial Velocity,0,2,40.54,0.1264,0.17,,0.00727,Msini,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,12.22,V (Johnson),10.647,3159,0.16,0.12,2017-03-30,La Silla Observatory
GJ 3341,b,GJ 3341 b,Radial Velocity,0,1,14.207,0.089,0.31,,0.0208,Msini,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,12.08,V (Johnson),11.103,3526,0.47,0.44,2014-12-03,La Silla Observatory
GJ 3470,b,GJ 3470 b,Radial Velocity,0,1,3.3366496,0.0355,,89.13,0.04373,Mass,0.408,0.8,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,25.2,12.33,V (Johnson),11.354,3600,0.54,0.55,2016-09-29,La Silla Observatory
GJ 3634,b,GJ 3634 b,Radial Velocity,0,1,2.64561,0.0287,0.08,59,0.026,Mass,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,11.93,V (Johnson),10.923,,0.45,0.43,2014-08-21,La Silla Observatory
GJ 3779,b,GJ 3779 b,Radial Velocity,0,1,3.0232,0.026,0.07,,0.02517,Msini,,,0,0,0,0,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,12.96,V (Johnson),11.627,3324,0.27,0.28,2018-12-06,Calar Alto Observatory
GJ 3942,b,GJ 3942 b,Radial Velocity,0,1,6.905,0.0608,0.121,,0.02246,Msini,,,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,10.25,V (Johnson),9.408,3867,0.63,0.61,2017-12-21,Roque de los Muchachos Observatory
GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,0.029,0,,0.00777,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.83,V (Johnson),9.983,3722,0.5,0.49,2016-07-28,Roque de los Muchachos Observatory
GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,0.089,0.049,,0.0197,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.83,V (Johnson),9.983,3722,0.5,0.49,2016-07-28,Roque de los Muchachos Observatory
GJ 4276,b,GJ 4276 b,Radial Velocity,0,1,13.352,0.082,0.37,,0.05213,Msini,,,0,0,0,0,22h25m17.05s,336.321023,+59d24m49.8s,59.413835,21.35,,,11.66,3387,0.41,0.41,2019-01-24,Calar Alto Observatory
GJ 433,b,GJ 433 b,Radial Velocity,0,1,7.3709,0.06,0.08,,0.02,Msini,,,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,9.07,9.806,V (Johnson),8.891,3461,0.59,0.5,2018-09-06,La Silla Observatory
GJ 436,b,GJ 436 b,Radial Velocity,0,1,2.64388312,0.0291,0.13827,86.44,0.07,Mass,0.372,1.8,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,9.76,10.67,V (Johnson),9.571,,0.47,0.46,2015-02-05,W. M. Keck Observatory
GJ 504,b,GJ 504 b,Imaging,0,1,,43.5,,,4,Mass,,,0,0,0,0,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.54,5.22,V (Johnson),5.001,6234,1.22,,2014-05-14,Subaru Telescope
GJ 536,b,GJ 536 b,Radial Velocity,0,1,8.7076,0.06661,0.08,,0.01686,Msini,,,0,0,0,0,14h01m03.19s,210.26329,-02d39m17.5s,-2.654864,10.03,9.72,V (Johnson),8.859,3685,0.52,0.5,2016-11-17,La Silla Observatory
GJ 581,b,GJ 581 b,Radial Velocity,0,3,5.3686,0.04061,0,,0.0497,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,10.56,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
GJ 581,c,GJ 581 c,Radial Velocity,0,3,12.914,0.0721,0,,0.0173,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,10.56,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
GJ 581,e,GJ 581 e,Radial Velocity,0,3,3.149,0.02815,0,,0.0053,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,10.56,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
GJ 625,b,GJ 625 b,Radial Velocity,0,1,14.628,0.078361,0.13,,0.00887,Msini,,,0,0,0,0,16h25m24.62s,246.3526,+54d18m14.8s,54.304104,6.49,10.1,V (Johnson),9.137,3499,0.3,0.31,2017-09-28,Multiple Observatories
GJ 649,b,GJ 649 b,Radial Velocity,0,1,598.3,1.135,0.3,,0.328,Msini,,,0,0,0,0,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,10.38,9.69,V (Johnson),8.819,3700,0.54,,2014-05-14,W. M. Keck Observatory
GJ 667 C,b,GJ 667 C b,Radial Velocity,0,5,7.2004,0.0505,0.13,,0.018,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),9.38,3350,0.33,,2014-05-14,La Silla Observatory
GJ 667 C,c,GJ 667 C c,Radial Velocity,0,5,28.14,0.125,0.02,,0.012,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),9.38,3350,0.33,,2014-05-14,La Silla Observatory
GJ 667 C,e,GJ 667 C e,Radial Velocity,0,5,62.24,0.213,0.02,,0.008,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),9.38,3350,0.33,,2014-05-14,La Silla Observatory
GJ 667 C,f,GJ 667 C f,Radial Velocity,0,5,39.026,0.156,0.03,,0.008,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),9.38,3350,0.33,,2014-05-14,La Silla Observatory
GJ 667 C,g,GJ 667 C g,Radial Velocity,0,5,256.2,0.549,0.08,,0.014,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),9.38,3350,0.33,,2014-05-14,La Silla Observatory
GJ 674,b,GJ 674 b,Radial Velocity,0,1,4.6938,0.039,0.2,,0.035,Msini,,,0,0,0,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.55,9.37,V (Johnson),8.331,3600,0.35,,2014-05-14,La Silla Observatory
GJ 676 A,b,GJ 676 A b,Radial Velocity,0,4,1056.80005,1.82,0.33,,4.96,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),8.865,3734,0.73,0.69,2018-09-06,La Silla Observatory
GJ 676 A,c,GJ 676 A c,Radial Velocity,0,4,7337,6.6,,,6.8,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),8.865,3734,0.73,0.69,2016-09-29,Paranal Observatory
GJ 676 A,d,GJ 676 A d,Radial Velocity,0,4,3.6005,,0.262,,0.014,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),8.865,3734,0.73,0.69,2016-09-29,La Silla Observatory
GJ 676 A,e,GJ 676 A e,Radial Velocity,0,4,35.39,,0.125,,0.025,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),8.865,3734,0.73,0.69,2016-09-29,La Silla Observatory
GJ 687,b,GJ 687 b,Radial Velocity,0,1,38.14,0.17,0.04,,0.06,Msini,,,0,0,0,0,17h36m25.90s,264.10791,+68d20m20.9s,68.339142,4.55,9.15,V (Johnson),8.028,3340,0.45,0.43,2018-09-06,Lick Observatory
GJ 832,b,GJ 832 b,Radial Velocity,0,2,3657,3.56,0.08,,0.68,Msini,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,8.66,V (Johnson),7.738,3472,0.45,,2014-06-25,Anglo-Australian Telescope
GJ 832,c,GJ 832 c,Radial Velocity,0,2,35.68,0.163,0.18,,0.017,Msini,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,8.66,V (Johnson),7.738,3472,0.45,,2014-06-25,Multiple Observatories
GJ 849,b,GJ 849 b,Radial Velocity,0,1,1882,2.35,0.04,,1,Msini,,,0,0,0,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.8,10.37,V (Johnson),9.224,3241,0.65,0.53,2018-09-06,W. M. Keck Observatory
GJ 86,b,GJ 86 b,Radial Velocity,0,1,15.76491,0.11,0.04,,4.42,Msini,,,0,0,0,0,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.79,6.12,V (Johnson),5.874,5182,0.93,0.77,2018-09-06,La Silla Observatory
GJ 876,b,GJ 876 b,Radial Velocity,0,4,61.1166,0.208317,0.0324,59,2.2756,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,Multiple Observatories
GJ 876,c,GJ 876 c,Radial Velocity,0,4,30.0881,0.12959,0.25591,59,0.7142,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,Multiple Observatories
GJ 876,d,GJ 876 d,Radial Velocity,0,4,1.93778,0.020807,0.207,59,0.021,Mass,,,0,0,0,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,W. M. Keck Observatory
GJ 876,e,GJ 876 e,Radial Velocity,0,4,124.26,0.3343,0.055,59,0.046,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,W. M. Keck Observatory
GJ 96,b,GJ 96 b,Radial Velocity,0,1,73.94,0.291,0.44,,0.06186,Msini,,,0,0,0,0,02h22m14.64s,35.561016,+47d52m48.1s,47.880028,11.94,9.345,V (Johnson),8.632,3785,0.6,,2018-11-08,Haute-Provence Observatory
GJ 9827,b,GJ 9827 b,Transit,0,3,1.2089802,0.01888,,85.73,0.01076,Mass,0.145,4.5,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,10.25,V (Johnson),9.838,4269,0.61,0.61,2018-06-21,K2
GJ 9827,c,GJ 9827 c,Transit,0,3,3.648083,0.03942,,88.05,0.00761,Mass,0.113,6.4,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,10.25,V (Johnson),9.838,4269,0.61,0.61,2018-06-21,K2
GJ 9827,d,GJ 9827 d,Transit,0,3,6.201467,0.05615,,87.39,0.01636,Mass,0.185,3.23,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,10.25,V (Johnson),9.838,4269,0.61,0.61,2018-06-21,K2
GQ Lup,b,GQ Lup b,Imaging,0,1,,100,,,20,Mass,3,,0,0,0,1,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139,12.43,V (Johnson),11.261,,0.7,,2014-05-14,Paranal Observatory
GSC 06214-00210,b,GSC 06214-00210 b,Imaging,0,1,,320,,,16,Mass,,,0,0,0,1,16h21m54.67s,245.47778,-20d43m09.1s,-20.719202,145,12.375,V (Johnson),11.863,4200,0.9,,2015-04-01,Palomar Observatory
GU Psc,b,GU Psc b,Imaging,0,1,,2000,,,11.3,Mass,1.265,,0,0,0,0,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48,13.55,V (Johnson),12.966,,0.33,,2014-05-14,Gemini Observatory
HAT-P-1,b,HAT-P-1 b,Transit,0,1,4.46529976,0.05561,,85.634,0.525,Mass,1.319,0.282,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139,10.34,V (Johnson),10.179,5980,1.15,1.17,2015-09-10,HATNet
HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,0.05254,0.218,,0.07362,Msini,0.389,,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,9.174,Kepler-band,9.151,4780,0.81,0.68,2019-01-31,HATNet
HAT-P-11,c,HAT-P-11 c,Radial Velocity,0,2,3407,4.13,0.601,,1.59519,Msini,,,0,1,0,0,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,9.174,Kepler-band,9.151,4780,0.81,0.68,2019-01-31,W. M. Keck Observatory
HAT-P-12,b,HAT-P-12 b,Transit,0,1,3.2130598,0.0384,0,89,0.211,Mass,0.959,0.3192,0,0,0,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.5,12.84,V (Johnson),12.42,4650,0.73,0.7,2014-05-14,HATNet
HAT-P-13,b,HAT-P-13 b,Transit,0,2,2.91625,,0.0133,83.4,0.851,Mass,1.272,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,10.622,V (Johnson),10.417,5653,1.22,1.56,2014-10-15,HATNet
HAT-P-13,c,HAT-P-13 c,Radial Velocity,0,2,446.27,,0.6616,,14.28,Msini,,,0,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,10.622,V (Johnson),10.417,5653,1.22,1.56,2019-01-31,W. M. Keck Observatory
HAT-P-14,b,HAT-P-14 b,Transit,0,1,4.62767,,0.11,83.5,3.44,Mass,1.42,,0,0,0,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205,9.98,V (Johnson),9.873,6600,2.65,1.82,2018-04-26,HATNet
HAT-P-15,b,HAT-P-15 b,Transit,0,1,10.8635,,0.19,89.1,1.94,Mass,1.06,,0,0,0,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190,12.16,V (Johnson),11.723,5568,1,1.07,2018-04-26,HATNet
HAT-P-16,b,HAT-P-16 b,Transit,0,1,2.77596,0.0413,0.036,86.6,4.193,Mass,1.289,2.42,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235,10.812,V (Johnson),10.757,6158,1.22,1.24,2014-05-14,HATNet
HAT-P-17,b,HAT-P-17 b,Transit,0,2,10.33852,,0.35,89.2,0.58,Mass,1.05,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,10.54,V (Johnson),10.274,5246,0.99,0.87,2018-04-26,HATNet
HAT-P-17,c,HAT-P-17 c,Radial Velocity,0,2,5584,5.6,0.39,,3.4,Msini,,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,10.54,V (Johnson),10.274,5246,0.99,0.87,2014-05-14,W. M. Keck Observatory
HAT-P-18,b,HAT-P-18 b,Transit,0,1,5.508023,0.0559,0.084,88.8,0.197,Mass,0.995,0.25,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166,12.759,V (Johnson),12.368,4803,0.77,0.75,2014-05-14,HATNet
HAT-P-19,b,HAT-P-19 b,Transit,0,1,4.008778,0.0466,0.067,88.2,0.292,Mass,1.132,0.25,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215,12.901,V (Johnson),12.557,4990,0.84,0.82,2014-05-14,HATNet
HAT-P-2,b,HAT-P-2 b,Transit,0,1,5.6335158,0.06814,0.5172,,8.62,Msini,,,0,0,0,2,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,128.25,8.72,V (Johnson),8.598,6380,1.33,1.39,2018-09-27,HATNet
HAT-P-20,b,HAT-P-20 b,Transit,0,1,2.875317,0.0361,0.015,86.8,7.246,Mass,0.867,13.78,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,11.339,V (Johnson),10.99,4595,0.76,0.69,2014-05-14,HATNet
HAT-P-21,b,HAT-P-21 b,Transit,0,1,4.12448,,0.23,87.2,4.87,Mass,1.11,,0,0,0,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254,11.685,V (Johnson),11.558,5588,1.24,1.21,2018-04-26,HATNet
HAT-P-22,b,HAT-P-22 b,Transit,0,1,3.21222,,0.02,86.9,2.47,Mass,1.15,,0,0,0,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82,9.732,V (Johnson),9.519,5302,1.13,1.11,2018-04-26,HATNet
HAT-P-23,b,HAT-P-23 b,Transit,0,1,1.21288,,0.11,85.1,1.34,Mass,1.09,,0,0,0,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393,12.432,V (Johnson),12.174,5905,0.58,0.96,2018-04-26,HATNet
HAT-P-24,b,HAT-P-24 b,Transit,0,1,3.35524,,0.07,88.6,0.75,Mass,1.3,,0,0,0,0,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396,11.818,V (Johnson),11.64,6373,1.37,1.38,2018-04-26,HATNet
HAT-P-25,b,HAT-P-25 b,Transit,0,1,3.65281514,0.0466,0.023,88.22,0.569,Mass,1.135,0.483,0,0,0,0,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297,13.19,V (Johnson),12.842,5519,1.01,0.92,2019-01-17,HATNet
HAT-P-26,b,HAT-P-26 b,Transit,0,1,4.23452,,0.12,88.6,0.07,Mass,0.63,,0,0,0,0,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134,11.744,V (Johnson),11.464,5079,1.12,0.87,2018-04-26,HATNet
HAT-P-27,b,HAT-P-27 b,Transit,0,1,3.039577,0.04,0,85,0.62,Mass,1.02,,0,0,0,1,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204,,,11.956,5300,0.94,0.9,2018-02-01,HATNet
HAT-P-28,b,HAT-P-28 b,Transit,0,1,3.257215,0.0434,0.051,88,0.626,Mass,1.212,0.44,0,0,0,0,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395,13.03,V (Johnson),12.872,5680,1.02,1.1,2014-05-14,HATNet
HAT-P-29,b,HAT-P-29 b,Transit,0,1,5.72319,,0.09,87.1,0.88,Mass,1.17,,0,0,0,0,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322,11.9,V (Johnson),11.734,6087,1.45,1.3,2018-04-26,HATNet
HAT-P-3,b,HAT-P-3 b,Transit,0,1,2.8997,,0,87.24,0.65,Mass,0.94,,0,0,0,0,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138,11.577,V (Johnson),11.28,5185,1.06,0.87,2018-05-24,HATNet
HAT-P-30,b,HAT-P-30 b,Transit,0,1,2.8106,,0.04,83.6,0.83,Mass,1.44,,0,0,0,0,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193,10.419,V (Johnson),10.3,6304,1.55,1.31,2018-04-26,HATNet
HAT-P-31,b,HAT-P-31 b,Transit,0,1,5.00542,,0.25,87.1,2.27,Mass,1.09,,0,0,0,0,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354,11.66,V (Johnson),11.45,6065,1.31,1.39,2018-04-26,HATNet
HAT-P-32,b,HAT-P-32 b,Transit,0,1,2.15001,,0,88.9,0.83,Mass,1.75,,0,0,0,0,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283,11.289,V (Johnson),11.133,6207,1.09,1.19,2018-04-26,HATNet
HAT-P-33,b,HAT-P-33 b,Transit,0,1,3.47447,,0,87.2,0.92,Mass,1.85,,0,0,0,0,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387,11.188,V (Johnson),11.024,6446,1.82,1.79,2018-04-26,HATNet
HAT-P-34,b,HAT-P-34 b,Transit,0,1,5.45265,,0.44,87.1,7.01,Mass,1.35,,0,0,0,0,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257,10.162,V (Johnson),10.194,6442,4.26,1.73,2018-04-26,HATNet
